"","cell_id","Epithelial_cluster","inferCNV_annotation"
"3857","L5_B003659","epithelial 2","nontumor"
"3858","L6_1001000407","epithelial 0","tumor"
"3859","L6_1001000408","epithelial 0","tumor"
"3860","L6_1001000412","epithelial 11","tumor"
"3861","L6_B000569","epithelial 21","tumor"
"3862","L6_B000861","epithelial 14","tumor"
"3863","L6_B000862","epithelial 14","tumor"
"3864","L6_B000863","epithelial 14","tumor"
"3865","L6_B001545","epithelial 2","nontumor"
"3866","L6_B001548","epithelial 15","nontumor"
"3867","L6_B001554","epithelial 7","nontumor"
"3868","L6_B001558","epithelial 7","nontumor"
"3869","L6_B003112","epithelial 3","nontumor"
"3870","L6_B003126","epithelial 2","nontumor"
"3871","L6_B003132","epithelial 1","nontumor"
"3872","L6_B003187","epithelial 1","nontumor"
"3873","L6_B003191","epithelial 10","tumor"
"3874","L6_B003659","epithelial 19","tumor"
"3875","L6_B003995","epithelial 20","tumor"
"3876","L7_1001000340","epithelial 13","tumor"
"3877","L7_1001000407","epithelial 0","tumor"
"3878","L7_1001000408","epithelial 0","tumor"
"3879","L7_1001000412","epithelial 0","tumor"
"3880","L7_B000862","epithelial 14","tumor"
"3881","L7_B001545","epithelial 17","tumor"
"3882","L7_B001548","epithelial 3","tumor"
"3883","L7_B001554","epithelial 1","nontumor"
"3884","L7_B002571","epithelial 2","nontumor"
"3885","L7_B003125","epithelial 10","tumor"
"3886","L7_B003126","epithelial 10","tumor"
"3887","L7_B003132","epithelial 1","nontumor"
"3888","L7_B003191","epithelial 10","tumor"
"3889","L7_B003527","epithelial 4","tumor"
"3890","L7_B003659","epithelial 19","tumor"
"3891","L7_B003995","epithelial 2","nontumor"
"3892","L8_1001000407","epithelial 0","tumor"
"3893","L8_1001000408","epithelial 0","tumor"
"3894","L8_B001543","epithelial 15","nontumor"
"3895","L8_B001558","epithelial 7","nontumor"
"3896","L8_B003125","epithelial 10","tumor"
"3897","L8_B003126","epithelial 7","nontumor"
"3898","L8_B003129","epithelial 10","tumor"
"3899","L8_B003132","epithelial 10","tumor"
"3900","L8_B003518","epithelial 4","tumor"
"3901","L8_B003527","epithelial 8","tumor"
"3902","L8_B003659","epithelial 19","tumor"
"3903","L9_1001000407","epithelial 0","tumor"
"3904","L9_1001000408","epithelial 0","tumor"
"3905","L9_1001000411","epithelial 0","tumor"
"3906","L9_1001000412","epithelial 0","tumor"
"3907","L9_B000863","epithelial 14","tumor"
"3908","L9_B003518","epithelial 8","tumor"
"3909","L9_B003522","epithelial 4","tumor"
"3910","L9_B003527","epithelial 2","tumor"
"3911","L9_B003528","epithelial 17","tumor"
"3912","L9_B003577","epithelial 17","tumor"
"3913","M10_1001000365","epithelial 13","tumor"
"3914","M10_1001000407","epithelial 0","tumor"
"3915","M10_1001000408","epithelial 0","tumor"
"3916","M10_1001000412","epithelial 0","tumor"
"3917","M10_B000579","epithelial 25","tumor"
"3918","M10_B001474","epithelial 5","tumor"
"3919","M10_B001545","epithelial 17","tumor"
"3920","M10_B001548","epithelial 2","tumor"
"3921","M10_B001554","epithelial 1","nontumor"
"3922","M10_B001559","epithelial 17","tumor"
"3923","M10_B003119","epithelial 3","tumor"
"3924","M10_B003518","epithelial 4","tumor"
"3925","M10_B003523","epithelial 17","tumor"
"3926","M10_B003527","epithelial 8","tumor"
"3927","M10_B003529","epithelial 2","nontumor"
"3928","M11_1001000407","epithelial 0","tumor"
"3929","M11_1001000408","epithelial 0","tumor"
"3930","M11_1001000412","epithelial 0","tumor"
"3931","M11_B001475","epithelial 5","tumor"
"3932","M11_B001554","epithelial 1","nontumor"
"3933","M11_B002074","epithelial 7","nontumor"
"3934","M11_B002077","epithelial 6","tumor"
"3935","M11_B003113","epithelial 2","tumor"
"3936","M11_B003119","epithelial 3","nontumor"
"3937","M11_B003191","epithelial 9","nontumor"
"3938","M11_B003518","epithelial 4","tumor"
"3939","M11_B003522","epithelial 4","tumor"
"3940","M11_B003527","epithelial 4","tumor"
"3941","M11_B003529","epithelial 2","nontumor"
"3942","M11_B003588","epithelial 4","tumor"
"3943","M11_B003647","epithelial 19","tumor"
"3944","M12_1001000407","epithelial 0","tumor"
"3945","M12_1001000408","epithelial 0","tumor"
"3946","M12_1001000412","epithelial 0","tumor"
"3947","M12_B002077","epithelial 6","tumor"
"3948","M12_B003103","epithelial 14","nontumor"
"3949","M12_B003116","epithelial 3","nontumor"
"3950","M12_B003119","epithelial 3","tumor"
"3951","M12_B003120","epithelial 3","nontumor"
"3952","M12_B003191","epithelial 9","nontumor"
"3953","M12_B003518","epithelial 4","tumor"
"3954","M12_B003522","epithelial 4","tumor"
"3955","M12_B003527","epithelial 4","tumor"
"3956","M12_B003588","epithelial 2","nontumor"
"3957","M12_B003777","epithelial 5","tumor"
"3958","M13_1001000340","epithelial 13","tumor"
"3959","M13_1001000407","epithelial 0","tumor"
"3960","M13_1001000408","epithelial 0","tumor"
"3961","M13_1001000412","epithelial 2","nontumor"
"3962","M13_B000422","epithelial 6","nontumor"
"3963","M13_B001554","epithelial 7","nontumor"
"3964","M13_B002077","epithelial 6","tumor"
"3965","M13_B003112","epithelial 3","tumor"
"3966","M13_B003116","epithelial 3","tumor"
"3967","M13_B003120","epithelial 3","tumor"
"3968","M13_B003518","epithelial 4","tumor"
"3969","M13_B003527","epithelial 8","tumor"
"3970","M13_B003771","epithelial 1","nontumor"
"3971","M13_B003775","epithelial 5","tumor"
"3972","M13_B003776","epithelial 5","tumor"
"3973","M13_B003995","epithelial 1","nontumor"
"3974","M14_1001000339","epithelial 13","tumor"
"3975","M14_1001000366","epithelial 2","nontumor"
"3976","M14_1001000407","epithelial 0","tumor"
"3977","M14_1001000408","epithelial 0","tumor"
"3978","M14_1001000412","epithelial 0","tumor"
"3979","M14_B000420","epithelial 6","tumor"
"3980","M14_B001008","epithelial 11","tumor"
"3981","M14_B002073","epithelial 1","nontumor"
"3982","M14_B002077","epithelial 6","tumor"
"3983","M14_B002097","epithelial 7","nontumor"
"3984","M14_B003097","epithelial 9","nontumor"
"3985","M14_B003112","epithelial 15","nontumor"
"3986","M14_B003120","epithelial 3","tumor"
"3987","M14_B003126","epithelial 10","tumor"
"3988","M14_B003129","epithelial 10","tumor"
"3989","M14_B003187","epithelial 1","nontumor"
"3990","M14_B003518","epithelial 8","tumor"
"3991","M14_B003522","epithelial 2","nontumor"
"3992","M14_B003527","epithelial 8","tumor"
"3993","M14_B003529","epithelial 8","tumor"
"3994","M14_B003775","epithelial 5","tumor"
"3995","M14_B003776","epithelial 5","tumor"
"3996","M15_1001000339","epithelial 13","tumor"
"3997","M15_1001000407","epithelial 0","tumor"
"3998","M15_1001000408","epithelial 0","tumor"
"3999","M15_1001000412","epithelial 0","tumor"
"4000","M15_B000420","epithelial 15","nontumor"
"4001","M15_B002073","epithelial 7","nontumor"
"4002","M15_B002074","epithelial 1","nontumor"
"4003","M15_B002077","epithelial 6","tumor"
"4004","M15_B002079","epithelial 6","tumor"
"4005","M15_B003112","epithelial 3","nontumor"
"4006","M15_B003120","epithelial 3","tumor"
"4007","M15_B003125","epithelial 1","nontumor"
"4008","M15_B003126","epithelial 10","tumor"
"4009","M15_B003129","epithelial 10","tumor"
"4010","M15_B003187","epithelial 10","tumor"
"4011","M15_B003191","epithelial 3","tumor"
"4012","M15_B003518","epithelial 8","tumor"
"4013","M15_B003522","epithelial 2","nontumor"
"4014","M15_B003527","epithelial 4","tumor"
"4015","M15_B003775","epithelial 2","nontumor"
"4016","M15_B003776","epithelial 5","tumor"
"4017","M15_B003777","epithelial 2","tumor"
"4018","M16_1001000407","epithelial 0","tumor"
"4019","M16_1001000408","epithelial 11","tumor"
"4020","M16_1001000412","epithelial 0","tumor"
"4021","M16_B002073","epithelial 7","nontumor"
"4022","M16_B002079","epithelial 6","tumor"
"4023","M16_B003097","epithelial 9","nontumor"
"4024","M16_B003116","epithelial 3","tumor"
"4025","M16_B003120","epithelial 15","nontumor"
"4026","M16_B003126","epithelial 1","nontumor"
"4027","M16_B003187","epithelial 1","nontumor"
"4028","M16_B003191","epithelial 9","tumor"
"4029","M16_B003518","epithelial 4","tumor"
"4030","M16_B003527","epithelial 8","tumor"
"4031","M16_B003529","epithelial 8","tumor"
"4032","M16_B003775","epithelial 5","tumor"
"4033","M16_B003776","epithelial 5","tumor"
"4034","M16_B003777","epithelial 5","tumor"
"4035","M16_B003894","epithelial 1","nontumor"
"4036","M16_B003995","epithelial 20","tumor"
"4037","M17_1001000407","epithelial 0","tumor"
"4038","M17_1001000408","epithelial 0","tumor"
"4039","M17_1001000412","epithelial 0","tumor"
"4040","M17_B002077","epithelial 6","tumor"
"4041","M17_B003120","epithelial 15","nontumor"
"4042","M17_B003191","epithelial 9","nontumor"
"4043","M17_B003518","epithelial 8","tumor"
"4044","M17_B003527","epithelial 8","tumor"
"4045","M17_B003529","epithelial 4","tumor"
"4046","M17_B003775","epithelial 2","tumor"
"4047","M17_B003776","epithelial 2","nontumor"
"4048","M17_B003777","epithelial 5","tumor"
"4049","M17_B003894","epithelial 20","tumor"
"4050","M18_1001000339","epithelial 13","tumor"
"4051","M18_1001000407","epithelial 0","tumor"
"4052","M18_1001000408","epithelial 0","tumor"
"4053","M18_1001000409","epithelial 0","tumor"
"4054","M18_1001000412","epithelial 11","tumor"
"4055","M18_B000420","epithelial 15","nontumor"
"4056","M18_B000422","epithelial 6","tumor"
"4057","M18_B003112","epithelial 22","nontumor"
"4058","M18_B003116","epithelial 15","nontumor"
"4059","M18_B003120","epithelial 3","tumor"
"4060","M18_B003518","epithelial 4","tumor"
"4061","M18_B003527","epithelial 4","tumor"
"4062","M18_B003775","epithelial 2","tumor"
"4063","M19_1001000340","epithelial 13","tumor"
"4064","M19_1001000407","epithelial 0","tumor"
"4065","M19_1001000408","epithelial 0","tumor"
"4066","M19_1001000412","epithelial 0","tumor"
"4067","M19_B000420","epithelial 15","nontumor"
"4068","M19_B000422","epithelial 6","tumor"
"4069","M19_B003067","epithelial 2","tumor"
"4070","M19_B003070","epithelial 14","tumor"
"4071","M19_B003112","epithelial 2","nontumor"
"4072","M19_B003116","epithelial 3","tumor"
"4073","M19_B003518","epithelial 8","tumor"
"4074","M19_B003522","epithelial 4","tumor"
"4075","M19_B003527","epithelial 4","tumor"
"4076","M19_B003588","epithelial 2","nontumor"
"4077","M19_B003775","epithelial 15","nontumor"
"4078","M19_B003776","epithelial 5","tumor"
"4079","M19_B003777","epithelial 5","tumor"
"4080","M1_1001000340","epithelial 13","tumor"
"4081","M1_1001000407","epithelial 0","tumor"
"4082","M1_1001000408","epithelial 0","tumor"
"4083","M1_B000861","epithelial 16","tumor"
"4084","M1_B000862","epithelial 14","tumor"
"4085","M1_B001464","epithelial 18","tumor"
"4086","M1_B002090","epithelial 9","nontumor"
"4087","M1_B003126","epithelial 1","nontumor"
"4088","M1_B003132","epithelial 10","tumor"
"4089","M1_B003648","epithelial 19","tumor"
"4090","M20_1001000339","epithelial 13","tumor"
"4091","M20_1001000407","epithelial 0","tumor"
"4092","M20_1001000408","epithelial 0","tumor"
"4093","M20_1001000412","epithelial 0","nontumor"
"4094","M20_B000422","epithelial 6","tumor"
"4095","M20_B002097","epithelial 1","nontumor"
"4096","M20_B003067","epithelial 14","nontumor"
"4097","M20_B003079","epithelial 21","tumor"
"4098","M20_B003112","epithelial 15","nontumor"
"4099","M20_B003191","epithelial 9","nontumor"
"4100","M20_B003518","epithelial 4","tumor"
"4101","M20_B003527","epithelial 4","tumor"
"4102","M20_B003529","epithelial 4","tumor"
"4103","M20_B003894","epithelial 20","tumor"
"4104","M20_B003995","epithelial 2","nontumor"
"4105","M21_1001000339","epithelial 13","tumor"
"4106","M21_1001000340","epithelial 13","tumor"
"4107","M21_1001000407","epithelial 0","tumor"
"4108","M21_1001000408","epithelial 0","tumor"
"4109","M21_1001000412","epithelial 11","tumor"
"4110","M21_B000419","epithelial 3","tumor"
"4111","M21_B002077","epithelial 6","nontumor"
"4112","M21_B002097","epithelial 3","tumor"
"4113","M21_B003112","epithelial 3","tumor"
"4114","M21_B003116","epithelial 3","tumor"
"4115","M21_B003120","epithelial 15","nontumor"
"4116","M21_B003191","epithelial 9","nontumor"
"4117","M21_B003518","epithelial 4","tumor"
"4118","M21_B003522","epithelial 2","nontumor"
"4119","M21_B003527","epithelial 4","tumor"
"4120","M21_B003529","epithelial 4","tumor"
"4121","M21_B003775","epithelial 5","tumor"
"4122","M21_B003894","epithelial 1","nontumor"
"4123","M21_B003995","epithelial 20","tumor"
"4124","M22_1001000407","epithelial 0","tumor"
"4125","M22_1001000408","epithelial 0","tumor"
"4126","M22_1001000412","epithelial 0","tumor"
"4127","M22_B002073","epithelial 3","tumor"
"4128","M22_B002074","epithelial 1","nontumor"
"4129","M22_B002077","epithelial 6","tumor"
"4130","M22_B003112","epithelial 3","tumor"
"4131","M22_B003116","epithelial 15","nontumor"
"4132","M22_B003120","epithelial 22","nontumor"
"4133","M22_B003126","epithelial 7","nontumor"
"4134","M22_B003187","epithelial 7","nontumor"
"4135","M22_B003518","epithelial 8","tumor"
"4136","M22_B003527","epithelial 8","tumor"
"4137","M22_B003775","epithelial 5","tumor"
"4138","M22_B003776","epithelial 5","tumor"
"4139","M22_B003777","epithelial 5","tumor"
"4140","M22_B003920","epithelial 20","tumor"
"4141","M22_B003995","epithelial 20","tumor"
"4142","M2_1001000407","epithelial 0","tumor"
"4143","M2_B001460","epithelial 18","tumor"
"4144","M2_B001470","epithelial 5","tumor"
"4145","M2_B001558","epithelial 7","nontumor"
"4146","M2_B003125","epithelial 2","nontumor"
"4147","M2_B003126","epithelial 15","nontumor"
"4148","M2_B003132","epithelial 7","nontumor"
"4149","M2_B003187","epithelial 10","tumor"
"4150","M2_B003191","epithelial 17","nontumor"
"4151","M3_1001000407","epithelial 0","tumor"
"4152","M3_1001000408","epithelial 0","tumor"
"4153","M3_1001000412","epithelial 0","tumor"
"4154","M3_B000862","epithelial 14","tumor"
"4155","M3_B001543","epithelial 17","tumor"
"4156","M3_B002090","epithelial 9","nontumor"
"4157","M3_B003126","epithelial 1","nontumor"
"4158","M3_B003129","epithelial 10","tumor"
"4159","M3_B003132","epithelial 1","nontumor"
"4160","M3_B003187","epithelial 1","nontumor"
"4161","M3_B003191","epithelial 1","nontumor"
"4162","M3_B003648","epithelial 19","tumor"
"4163","M3_B003995","epithelial 2","nontumor"
"4164","M4_1001000407","epithelial 0","tumor"
"4165","M4_1001000408","epithelial 0","tumor"
"4166","M4_1001000412","epithelial 0","tumor"
"4167","M4_B000863","epithelial 14","tumor"
"4168","M4_B001543","epithelial 3","tumor"
"4169","M4_B003125","epithelial 2","nontumor"
"4170","M4_B003126","epithelial 15","nontumor"
"4171","M4_B003129","epithelial 10","tumor"
"4172","M4_B003187","epithelial 10","tumor"
"4173","M4_B003648","epithelial 19","tumor"
"4174","M5_1001000407","epithelial 0","tumor"
"4175","M5_1001000408","epithelial 0","tumor"
"4176","M5_1001000412","epithelial 0","tumor"
"4177","M5_B000863","epithelial 14","nontumor"
"4178","M5_B001464","epithelial 18","tumor"
"4179","M5_B001554","epithelial 1","nontumor"
"4180","M5_B003132","epithelial 1","nontumor"
"4181","M5_B003648","epithelial 19","tumor"
"4182","M5_B003659","epithelial 19","tumor"
"4183","M6_1001000408","epithelial 0","tumor"
"4184","M6_1001000412","epithelial 0","tumor"
"4185","M6_B001475","epithelial 2","tumor"
"4186","M6_B001551","epithelial 17","tumor"
"4187","M6_B001558","epithelial 3","nontumor"
"4188","M6_B003126","epithelial 10","tumor"
"4189","M6_B003187","epithelial 10","tumor"
"4190","M6_B003527","epithelial 4","tumor"
"4191","M6_B003648","epithelial 19","tumor"
"4192","M6_B003656","epithelial 19","tumor"
"4193","M7_1001000407","epithelial 0","tumor"
"4194","M7_1001000408","epithelial 0","tumor"
"4195","M7_1001000412","epithelial 0","tumor"
"4196","M7_B000861","epithelial 16","tumor"
"4197","M7_B000863","epithelial 14","tumor"
"4198","M7_B001543","epithelial 17","tumor"
"4199","M7_B001548","epithelial 15","nontumor"
"4200","M7_B003119","epithelial 3","nontumor"
"4201","M7_B003125","epithelial 1","nontumor"
"4202","M7_B003126","epithelial 10","tumor"
"4203","M7_B003129","epithelial 7","nontumor"
"4204","M7_B003132","epithelial 7","nontumor"
"4205","M7_B003191","epithelial 10","tumor"
"4206","M7_B003518","epithelial 4","tumor"
"4207","M7_B003523","epithelial 2","nontumor"
"4208","M7_B003527","epithelial 4","tumor"
"4209","M7_B003658","epithelial 25","tumor"
"4210","M8_1001000407","epithelial 0","tumor"
"4211","M8_1001000408","epithelial 0","tumor"
"4212","M8_1001000412","epithelial 0","tumor"
"4213","M8_B000861","epithelial 14","nontumor"
"4214","M8_B001543","epithelial 15","nontumor"
"4215","M8_B003119","epithelial 3","tumor"
"4216","M8_B003126","epithelial 10","tumor"
"4217","M8_B003129","epithelial 10","tumor"
"4218","M8_B003132","epithelial 10","tumor"
"4219","M8_B003187","epithelial 7","nontumor"
"4220","M8_B003518","epithelial 8","tumor"
"4221","M8_B003523","epithelial 17","tumor"
"4222","M8_B003527","epithelial 8","nontumor"
"4223","M8_B003577","epithelial 17","tumor"
"4224","M8_B003648","epithelial 19","tumor"
"4225","M8_B003659","epithelial 19","tumor"
"4226","M9_1001000340","epithelial 13","tumor"
"4227","M9_1001000407","epithelial 0","tumor"
"4228","M9_1001000408","epithelial 0","tumor"
"4229","M9_1001000412","epithelial 11","tumor"
"4230","M9_B000863","epithelial 16","tumor"
"4231","M9_B001470","epithelial 2","tumor"
"4232","M9_B001475","epithelial 2","tumor"
"4233","M9_B001545","epithelial 3","nontumor"
"4234","M9_B001548","epithelial 17","tumor"
"4235","M9_B003119","epithelial 3","nontumor"
"4236","M9_B003191","epithelial 9","nontumor"
"4237","M9_B003518","epithelial 4","tumor"
"4238","M9_B003522","epithelial 2","nontumor"
"4239","M9_B003527","epithelial 8","tumor"
"4240","M9_B003529","epithelial 4","tumor"
"4241","M9_B003577","epithelial 17","tumor"
"4242","M9_B003588","epithelial 4","tumor"
"4243","M9_B003995","epithelial 1","nontumor"
"4244","N10_1001000407","epithelial 0","tumor"
"4245","N10_1001000408","epithelial 0","tumor"
"4246","N10_1001000412","epithelial 11","tumor"
"4247","N10_B000863","epithelial 14","nontumor"
"4248","N10_B001548","epithelial 17","tumor"
"4249","N10_B003119","epithelial 3","tumor"
"4250","N10_B003518","epithelial 4","tumor"
"4251","N10_B003527","epithelial 4","tumor"
"4252","N10_B003588","epithelial 4","tumor"
