lung_t_cell_0	lung_t_cell_1	lung_t_cell_2	lung_t_cell_3	lung_t_cell_4	lung_t_cell_5	lung_t_cell_6
RUSC1	0	0	0	0	0	0.855528435074202	0
SMARCA4	0	0	0	0	0	0.345379563896981	0
FAM103A1	0	0	0	0	0	0.347552034569838	0
SNF8	0	0	0	0	0	0.634540093247784	0
PGAM5	0	0	0	0	0	0.486361400207102	0
SLC25A5	0	0	0	0	0	0.932472796115882	0
HDAC1	0	0	0	0	0	0.785716040135571	0
HDAC2	0	0	0	0	0	0.519821052209166	0
ATP6V1D	0	0	0	0	0	0.32568292756614	0
ODF2	0	0	0	0	0	0.309906179561929	0
CDK7	0	0	0	0	0	0.583053869073614	0
LIAS	0	0	0	0	0	1.07509963919774	0
UQCC1	0	0	0	0	0	0.897999842933816	0
CEP41	0	0	0	0	0	0.64146415801432	0
DCXR	0	0	0	0	0	0.910992696106029	0.297019169205499
H2AFV	0	0	0	0	0	0.908182086885448	0
GSS	0	0	0	0	0	0.441902722718364	0
ATP5J2	0	0	0	0	0	0.942705823776605	0.794028084425729
AIP	0	0	0	0	0	0.758996086016158	0
EIF6	0	0	0	0	0	0.767237316233839	0.59061441087361
QRSL1	0	0	0	0	0	1.22030748289962	0
ENDOD1	0	0	0	0	0	0.882706580243243	0
PRPSAP2	0	0	0	0	0	0.585652992707623	0
RNF14	0	0	0	0	0	0.692808165163048	0
CORO1C	0	0	0	0	0	0.877585976903127	0
CNOT10	0	0	0	0	0	0.469088598600214	0
NDUFA2	0	0	0	0	0	0.66864329249408	0
OSGEP	0	0	0	0	0	0.617685227765289	0
OVCA2	0	0	0	0	0	0.315315665904746	0.500982468444587
NUP188	0	0	0	0	0	0.464284115264745	0
CHID1	0	0	0	0	0	0.625543019616364	0
UROD	0	0	0	0	0	0.55416888110482	0
COMMD8	0	0	0	0	0	0.568644122652141	0
PSMG2	0	0	0	0	0	0.693618743729963	0.436301921280365
SLC38A5	0	0	0	0	0	0.905845750393254	0
MSANTD3	0	0	0	0	0	1.09237393647696	0
PA2G4	0	0	0	0	0	1.12735646100988	0
TFAM	0	0	0	0	0	0.481224671868685	0
QARS	0	0	0	0	0	0.442128183123681	0
TSPAN17	0	0	0	0	0	0.364854460129223	0
ELK1	0	0	0	0	0	0.825692550204197	0
PREP	0	0	0	0	0	0.66619477822952	0
PIN4	0	0	0	0	0	0.482804989957648	0
MPHOSPH6	0	0	0	0	0	0.628841589044911	0
IMMT	0	0	0	0	0	0.262467066765377	0.477944057426109
GALE	0	0	0	0	0	0.943547920207741	0
COX11	0	0	0	0	0	0.317014460064565	0
LYPLA2	0	0	0	0	0	0.542629038941376	0.461923599726801
TSR1	0	0	0	0	0	0.701900881141299	0
CHTOP	0	0	0	0	0	0.560581055477763	0.458388026524807
TAF15	0	0	0	0	0	0.41138139039869	0
LSG1	0	0	0	0	0	0.679248150913426	0
PEX19	0	0	0	0	0	0.648120353613574	0
COX20	0	0	0	0	0	0.395211572016819	0
NDUFAB1	0	0	0	0	0	0.873058529686371	0
THYN1	0	0	0	0	0	0.483348848821592	0
RRP7A	0	0	0	0	0	0.708139170562582	0
PAK1IP1	0	0	0	0	0	0.623302039143642	0
TMEM18	0	0	0	0	0	0.72642317377924	0
GTPBP4	0	0	0	0	0	0.669297370733617	0
TSEN15	0	0	0	0	0	0.424152146734837	0.934088780644531
IMPDH2	0	0	0	0	0	0.595423796950834	0
SNAPC5	0	0	0	0	0	0.630569471581939	0
GUCD1	0	0	0	0	0	0.287384580031236	0
DPH2	0	0	0	0	0	0.840637987292468	0
MKKS	0	0	0	0	0	0.296574128363217	0
DCTN3	0	0	0	0	0	0.429891684697424	0.633634261076728
POLR2I	0	0	0	0	0	0.632239560688694	0
UQCC3	0	0	0	0	0	0.453464164186599	0
FRG1	0	0	0	0	0	0.512532488973183	0.682999253130234
FAR2	0	0	0	0	0	1.18576692039223	0
SET	0	0	0	0	0	0.97410885910184	0.391098952842662
PDAP1	0	0	0	0	0	0.348953637769223	0.351519556749214
MEF2BNB	0	0	0	0	0	0.445974250806725	0
NDUFAF3	0	0	0	0	0	0.462262901361052	0
CCDC137	0	0	0	0	0	0.373953403955991	0
DNAJC8	0	0	0	0	0	0.68721936301344	0.300998949111871
MPST	0	0	0	0	0	0.400340242624277	0.568010253099829
LMAN1	0	0	0	0	0	0.395829110848397	0
ZMYND19	0	0	0	0	0	0.777271069615118	0
IMMP1L	0	0	0	0	0	0.406204838598274	0
FAM136A	0	0	0	0	0	0.251074582639544	0
HNRNPH3	0	0	0	0	0	0.712462418337158	0
NAA20	0	0	0	0	0	0.669670320087185	0.66478303024273
PSMB8	0	0	0	0	0	0.971988543301798	0
GFER	0	0	0	0	0	0.900695671393485	0
C17orf75	0	0	0	0	0	0.706250542323394	0
TUFM	0	0	0	0	0	0.54690758462069	0
PARP1	0	0	0	0	0	0.532926252923311	0
ATP5J	0	0	0	0	0	0.850308712035037	0
IDH3B	0	0	0	0	0	0.622792639829188	0
FAF2	0	0	0	0	0	0.892476195448309	0
MT2A	0	0	0	0	0	0.876973663982604	0
PRPF19	0	0	0	0	0	0.716961370564377	0
COQ2	0	0	0	0	0	0.372832091421444	0
SNRPB	0	0	0	0	0	0.920123892533175	0.334989522191764
TMEM160	0	0	0	0	0	0.484499436233959	0.511440873572858
CD70	0	0	0	0	0	1.01401416525914	0
NFYB	0	0	0	0	0	0.757956676004095	0
ATP6V1E1	0	0	0	0	0	0.270323752186814	0
NDUFB1	0	0	0	0	0	0.555941943105955	0
BZW2	0	0	0	0	0	0.44708759484976	0
NDUFC2	0	0	0	0	0	0.763356152104595	0
NDUFA8	0	0	0	0	0	0.570902176920439	0
TXN2	0	0	0	0	0	0.740110160487488	0
TMEM242	0	0	0	0	0	0.41659718832577	0
RBL1	0	0	0	0	0	0.461210845043354	0
IDH3A	0	0	0	0	0	0.442200414784051	0
PES1	0	0	0	0	0	0.668409853838367	0
ACTR1B	0	0	0	0	0	0.494202717511247	0
PDRG1	0	0	0	0	0	0.585344640295985	0
SUMO3	0	0	0	0	0	0.592443022751692	0
PSME3	0	0	0	0	0	0.494910336628931	0
ZBTB8OS	0	0	0	0	0	0.474235434278634	0
ATP5O	0	0	0	0	0	0.847599345446806	0
TELO2	0	0	0	0	0	0.67124774981458	0
NDUFA12	0	0	0	0	0	0.582476449391039	0.310958069001809
NTMT1	0	0	0	0	0	0.601045703198264	0
IMP4	0	0	0	0	0	0.350049179401971	0
PRMT7	0	0	0	0	0	0.672659010487857	0
ECHDC1	0	0	0	0	0	0.379054786666662	0
SUZ12	0	0	0	0	0	0.549001045846511	0
PSMD2	0	0	0	0	0	0.474296504526202	0.592256149105411
WDR12	0	0	0	0	0	0.754255330030413	0
IMPDH1	0	0	0	0	0	0.296712103862278	0
ASB2	0	0	0	0	0	0.975926332040877	0
CNTRL	0	0	0	0	0	0.459997390303088	0
RBX1	0	0	0	0	0	0.73362928598304	0
PPIA	0	0	0	0	0	0.79257153375746	0
NUCB2	0	0	0	0	0	0.644237035849696	1.04088995708009
APEH	0	0	0	0	0	0.302320189157866	0
CHAMP1	0	0	0	0	0	0.789536606013264	0
NDUFS4	0	0	0	0	0	0.362318203593926	0
ARPC5L	0	0	0	0	0	0.585700009427025	0
POLR2G	0	0	0	0	0	0.505616933921992	0
HCFC1	0	0	0	0	0	0.681490538099117	0
TFPT	0	0	0	0	0	0.456378789346853	0
CLTA	0	0	0	0	0	0.716387711515414	0
ZDHHC13	0	0	0	0	0	0.800925841888947	0
BTF3L4	0	0	0	0	0	0.529608513682113	0
TIMM10	0	0	0	0	0	0.625515448467952	0
ENOPH1	0	0	0	0	0	0.411910989305951	0
RPN1	0	0	0	0	0	0.51292704483963	0
BCL7B	0	0	0	0	0	0.278345621914084	0
DLAT	0	0	0	0	0	0.836180193969296	0
KNTC1	0	0	0	0	0	0.806396167669787	0
VDAC3	0	0	0	0	0	0.611063009385906	0
ZNF524	0	0	0	0	0	0.461339933320169	0
NAPRT	0	0	0	0	0	0.547759089002454	0
BLOC1S1	0	0	0	0	0	0.614222030517389	0
NDUFV1	0	0	0	0	0	0.48953580303637	0
CSNK2B	0	0	0	0	0	0.799060571391482	0
CORO1A	0	0	0	0	0	0.817561918333855	0
TMX1	0	0	0	0	0	0.410662494853834	0
FXN	0	0	0	0	0	0.632998417549276	0
ABHD12	0	0	0	0	0	0.900371457124343	0
RARS	0	0	0	0	0	0.607898101124567	0
UQCRQ	0	0	0	0	0	0.70429860481291	0
DGUOK	0	0	0	0	0	0.256544809524197	0
YDJC	0	0	0	0	0	0.762676146907114	0.702701460271903
MRPL57	0	0	0	0	0	0.524035740234738	0
UTP6	0	0	0	0	0	0.740168116456094	0
MUTYH	0	0	0	0	0	0.697511286274812	0
KDELR2	0	0	0	0	0	0.597834574770866	0
GARS	0	0	0	0	0	0.445299323511454	0
RAB1B	0	0	0	0	0	0.47211073795779	0
CETN2	0	0	0	0	0	0.98215304581711	0
UBL7	0	0	0	0	0	0.335171995482231	0
HAUS6	0	0	0	0	0	0.882786639102488	0
EIF4E2	0	0	0	0	0	0.295999808988448	0
SLC25A46	0	0	0	0	0	0.458953899869926	0
PSMD12	0	0	0	0	0	0.555345105039251	0
SPAG7	0	0	0	0	0	0.359302877053475	0
TMED3	0	0	0	0	0	0.432674694747493	0
DPAGT1	0	0	0	0	0	0.668891745926037	0
RPP25L	0	0	0	0	0	0.683546754111138	0
NSMCE1	0	0	0	0	0	0.458196240469817	0.545351546506109
C8orf76	0	0	0	0	0	0.449674188162541	0
EIF3I	0	0	0	0	0	0.769278036800136	0
LRRC45	0	0	0	0	0	0.329374730269143	0
STRN4	0	0	0	0	0	0.47328207709961	0
DRG2	0	0	0	0	0	0.495499938930105	0
STX10	0	0	0	0	0	0.501362503829056	0
EXOSC5	0	0	0	0	0	0.847493978940076	0
ATP6V1H	0	0	0	0	0	0.384591617027619	0
CCT5	0	0	0	0	0	0.905850691064794	0.386999113990225
PANK2	0	0	0	0	0	0.421384994906075	0
CEP57	0	0	0	0	0	0.401788168960902	0
VKORC1L1	0	0	0	0	0	0.570162583550526	0
TOMM5	0	0	0	0	0	0.614716761436925	0
COPS5	0	0	0	0	0	0.719787081525549	0
TRAPPC4	0	0	0	0	0	0.455148022958807	0
LSM7	0	0	0	0	0	0.565095147761112	0.46955637913817
XRCC6BP1	0	0	0	0	0	0.942103766310095	0
AKR1B1	0	0	0	0	0	0.513816095030024	0
IL15RA	0	0	0	0	0	0.754408692147343	0
ORMDL2	0	0	0	0	0	0.405200432031573	0
FAM104B	0	0	0	0	0	0.789019034099484	0
EXO5	0	0	0	0	0	1.05220705798933	0
HACD3	0	0	0	0	0	0.582786860788612	0
METTL17	0	0	0	0	0	1.12486323396961	0
ACOT13	0	0	0	0	0	0.444323642137316	0
PSMG4	0	0	0	0	0	0.323623674933442	0
TRIB1	0	0	0	0	0	1.20734637678902	0
TAF6	0	0	0	0	0	0.450803907272787	0
TXNRD1	0	0	0	0	0	0.521490876763883	0
U2AF1	0	0	0	0	0	0.461190105604397	0.369235100256978
TAX1BP3	0	0	0	0	0	0.566041681569436	0
PRMT1	0	0	0	0	0	0.817530568679334	0
TMEM5	0	0	0	0	0	0.89006880557616	0
YKT6	0	0	0	0	0	0.612344346136736	0
SLC25A19	0	0	0	0	0	0.554348765653545	0
MRPS31	0	0	0	0	0	0.634842285604058	0
SSNA1	0	0	0	0	0	0.363227692202248	0
FBXW5	0	0	0	0	0	0.320265740198776	0
C21orf59	0	0	0	0	0	0.261876539707809	0
NDUFB7	0	0	0	0	0	0.4832481407836	0
LSM1	0	0	0	0	0	0.424831412803687	0
SNRPG	0	0	0	0	0	1.09531060543371	0.449909153919771
MDH2	0	0	0	0	0	0.727995115975173	0
SMARCAL1	0	0	0	0	0	0.886749335679792	0
RFXANK	0	0	0	0	0	0.489796753809929	0
DHRS4	0	0	0	0	0	0.658731672677467	0
ANXA4	0	0	0	0	0	0.325436720258533	0
PUF60	0	0	0	0	0	0.574809762282703	0
GTF2E2	0	0	0	0	0	0.458368444518498	0
EIF2S1	0	0	0	0	0	0.86231982995884	0
SHFM1	0	0	0	0	0	0.823314982668918	0
SLC35B1	0	0	0	0	0	0.605431486051828	0
C7orf49	0	0	0	0	0	0.71825659451854	0
LONP1	0	0	0	0	0	0.250392221685972	0
FOPNL	0	0	0	0	0	0.928467657000436	0
GALK1	0	0	0	0	0	1.07403803230602	0
SERPINB1	0	0	0	0	0	0.260678258197497	0.892100349967002
ATP6V0E2	0	0	0	0	0	0.526969347494737	0
NOP10	0	0	0	0	0	0.668535674571915	0.659528718616796
C11orf31	0	0	0	0	0	0.513336473713962	0
GPN2	0	0	0	0	0	0.50235124885602	0
SSBP4	0	0	0	0	0	0.348932720284598	0
MVB12A	0	0	0	0	0	0.744025718544031	0
BRMS1	0	0	0	0	0	0.399883458186592	0.753776850976075
CISD1	0	0	0	0	0	0.579763191894952	0
ANKRD54	0	0	0	0	0	0.312996275172411	0
MED27	0	0	0	0	0	0.519658695612736	0
BUD13	0	0	0	0	0	0.34892824263677	0
C8orf33	0	0	0	0	0	0.598503634768169	0
LXN	0	0	0	0	0	0.905059106788485	0
SAYSD1	0	0	0	0	0	0.654360678737091	0
KIAA0020	0	0	0	0	0	0.302827559322824	0
C7orf73	0	0	0	0	0	0.266361772842793	0
ZNHIT3	0	0	0	0	0	0.263946584497013	0
NUDT22	0	0	0	0	0	0.277451561164804	0
C11orf80	0	0	0	0	0	0.793249960778632	0
OLA1	0	0	0	0	0	0.425527142871061	0.655294641428857
TXNL4A	0	0	0	0	0	0.706891425559135	0
RNF181	0	0	0	0	0	0.516656524889466	0.467408684209302
SRA1	0	0	0	0	0	0.343829633089873	0
ADPRHL2	0	0	0	0	0	0.449445414600871	0
RPF2	0	0	0	0	0	0.792453362463493	0
LEO1	0	0	0	0	0	0.531814246910912	0
LYPLAL1	0	0	0	0	0	0.59094501822132	0
IFI27L2	0	0	0	0	0	0.556339528293776	0
NQO2	0	0	0	0	0	0.334168354283947	0
RAD23A	0	0	0	0	0	0.522138134525586	0
MANF	0	0	0	0	0	0.531177653399258	0
MRGBP	0	0	0	0	0	0.521418491157138	0
RHEB	0	0	0	0	0	0.45684967317391	0
NONO	0	0	0	0	0	0.607184050519183	0
MRPL43	0	0	0	0	0	0.317879444404384	0
BCAP29	0	0	0	0	0	0.36433078255669	0
DUS3L	0	0	0	0	0	0.354426926453383	0
APBA3	0	0	0	0	0	0.280474307723242	0
MIF4GD	0	0	0	0	0	0.510694426566189	0.900206671398009
LLPH	0	0	0	0	0	0.550107843124291	0
KRI1	0	0	0	0	0	0.571114379805128	0.532470533912886
DNAJC17	0	0	0	0	0	0.355509482834376	0
TOE1	0	0	0	0	0	0.790160358934751	0
ARPC5	0	0	0	0	0	0.839180081193406	0
POLR3H	0	0	0	0	0	0.671132386393021	0
OTUB1	0	0	0	0	0	0.481852183853601	0
TRMT1	0	0	0	0	0	0.599707465024336	0
DDX54	0	0	0	0	0	0.594175597564429	0
MPHOSPH9	0	0	0	0	0	0.532688093043923	0
JAGN1	0	0	0	0	0	0.398245509487964	0
RPE	0	0	0	0	0	0.428373661728084	0
ARPC4	0	0	0	0	0	0.898766550302063	0
CASP2	0	0	0	0	0	0.568415320180998	0
ALG6	0	0	0	0	0	0.256920134999814	0
VPS33B	0	0	0	0	0	0.545916728994796	0
NUP50	0	0	0	0	0	0.42980236191606	0
DDA1	0	0	0	0	0	0.291859911859885	0.402020156593584
EIF3D	0	0	0	0	0	0.551074462829129	0
H2AFZ	0	0	0	0	0	0.683250029077333	0
KHSRP	0	0	0	0	0	0.268565987189264	0
GMEB1	0	0	0	0	0	0.32835847479819	0
PPP2R3B	0	0	0	0	0	0.592322180382948	0
HAX1	0	0	0	0	0	0.511680367497869	0
TEFM	0	0	0	0	0	0.280132438714374	0
COA1	0	0	0	0	0	0.27623556899828	0
MOB1A	0	0	0	0	0	0.34667058543003	0
KCTD17	0	0	0	0	0	0.525304559987806	0
RNMTL1	0	0	0	0	0	0.652694496642093	0
NDUFB9	0	0	0	0	0	0.644474063364309	0
MRRF	0	0	0	0	0	0.815022341901946	0
DBF4	0	0	0	0	0	0.273911675573383	0
RPSAP58	0	0	0	0	0	0.841973449214512	0
RPS6KB2	0	0	0	0	0	0.352209267515132	0
USB1	0	0	0	0	0	0.627019905269958	0
PRELID1	0	0	0	0	0	0.644630915260423	0
NOP14	0	0	0	0	0	0.507390045413711	0
PSMF1	0	0	0	0	0	0.432763800346783	0
OGG1	0	0	0	0	0	0.402459740199303	0
AKR7A2	0	0	0	0	0	0.447284500945215	0
PPHLN1	0	0	0	0	0	0.54569254777112	0
VTA1	0	0	0	0	0	0.528175234737884	0.670656774338513
SNX10	0	0	0	0	0	0.492341810384176	0.89076049134747
MCAT	0	0	0	0	0	0.755060525303123	0
UTP18	0	0	0	0	0	0.555134260609097	0
PTRHD1	0	0	0	0	0	0.584514227150398	0
DDX55	0	0	0	0	0	0.471626768141208	0
TUT1	0	0	0	0	0	0.411137825852358	0
C1orf123	0	0	0	0	0	0.515747947466954	0
DNTTIP1	0	0	0	0	0	0.430777157617893	0
MFF	0	0	0	0	0	0.477733688007392	0
FBXL6	0	0	0	0	0	0.909094092516229	0
TRMT6	0	0	0	0	0	0.384763916182625	0
TXN	0	0	0	0	0	0.954134422102068	0
ARV1	0	0	0	0	0	0.548964981179511	0
CDK2AP1	0	0	0	0	0	0.767625367019245	0
TMEM209	0	0	0	0	0	0.708558667429088	0
TCEB1	0	0	0	0	0	0.628542646513941	0
DCAF13	0	0	0	0	0	0.708843713944304	0
SLC25A17	0	0	0	0	0	0.661440473524866	0
ATP5F1	0	0	0	0	0	0.735938206510333	0
SMIM15	0	0	0	0	0	0.304264125818677	0
PDCD11	0	0	0	0	0	0.63781240955512	0
UBE2L6	0	0	0	0	0	0.620379827235213	0.366455693224811
GTF3C5	0	0	0	0	0	0.466640147247951	0.782915840096801
CWC27	0	0	0	0	0	0.442050308396284	0
GNA12	0	0	0	0	0	0.510450116312098	0
NTPCR	0	0	0	0	0	0.56325843222098	0
HAUS5	0	0	0	0	0	0.84230550681305	0
WARS2	0	0	0	0	0	1.345479488904	0
KATNA1	0	0	0	0	0	0.292501455862429	0
MLEC	0	0	0	0	0	0.45458349728035	0.64390838507441
NOL8	0	0	0	0	0	0.588044831776263	0
MSMO1	0	0	0	0	0	0.290422907392267	0
SUGP1	0	0	0	0	0	0.544236918604678	0
NDUFA6	0	0	0	0	0	0.646741256324195	0.616920116127434
PCBD1	0	0	0	0	0	0.260612136568552	0
UBE2V1	0	0	0	0	0	0.454848769694616	0
TOMM22	0	0	0	0	0	0.505558349645056	0
RSRC1	0	0	0	0	0	0.539924868913605	0
UQCRH	0	0	0	0	0	0.693534997678684	0
CEP135	0	0	0	0	0	0.306212483969047	0
ALDH18A1	0	0	0	0	0	0.321539642376889	0
UNG	0	0	0	0	0	0.742094751243768	0
RAB27A	0	0	0	0	0	0.77133057181092	0.705879898681742
ILK	0	0	0	0	0	0.400750531325077	0.28787487011758
DDX49	0	0	0	0	0	0.372092512916178	0
ZMAT5	0	0	0	0	0	0.26714198802676	0
TMEM251	0	0	0	0	0	0.4247948375444	0
MRPS36	0	0	0	0	0	0.367348779471305	0
TBCB	0	0	0	0	0	0.641641678527584	0
OARD1	0	0	0	0	0	0.552959467656744	0
CMAHP	0	0	0	0	0	0.903900099770048	0
STRADA	0	0	0	0	0	0.45696774720595	0
PRKRA	0	0	0	0	0	0.444238498297724	0
PSMB6	0	0	0	0	0	0.669112595122743	0
MRPL54	0	0	0	0	0	0.351750427367695	0
BCL2L13	0	0	0	0	0	0.381739083502792	0
MSRB1	0	0	0	0	0	0.872465965774934	0
ZC3HC1	0	0	0	0	0	0.804897077357647	0
NUCKS1	0	0	0	0	0	0.867359846176977	0
MRPL44	0	0	0	0	0	0.340646095954325	0
RTFDC1	0	0	0	0	0	0.442611416151978	0
RQCD1	0	0	0	0	0	0.654955262216053	0
SDHB	0	0	0	0	0	0.629447759843894	0
RNH1	0	0	0	0	0	0.468761791062785	0
MAP7D3	0	0	0	0	0	0.742266407377454	0
SRP68	0	0	0	0	0	0.50815825413811	0
METTL2B	0	0	0	0	0	0.422585839577943	0
ETFDH	0	0	0	0	0	0.326949036294658	0
PPA1	0	0	0	0	0	0.776105152891493	0
EIF5A	0	0	0	0	0	1.00181663465591	0.439340263383808
EML2	0	0	0	0	0	0.698763925136408	0
RPAP3	0	0	0	0	0	0.573020181261538	0
R3HDM1	0	0	0	0	0	0.367583712885687	0
C7orf55	0	0	0	0	0	0.345227499103667	0
COX10-AS1	0	0	0	0	0	0.712214791132159	0
CEP78	0	0	0	0	0	0.458840891555421	0
HECTD3	0	0	0	0	0	0.329334284523773	0
HMGN1	0	0	0	0	0	0.769371386835235	0
SETD8	0	0	0	0	0	0.317809903086241	0.455552632020813
DHRSX	0	0	0	0	0	0.335059754860715	0
UBE2N	0	0	0	0	0	0.712865054218294	0
ILF2	0	0	0	0	0	0.74645498975243	0
HIST1H4C	0	0	0	0	0	2.04545300500308	0
DGKZ	0	0	0	0	0	0.328109624992362	0.6042525750365
LANCL2	0	0	0	0	0	0.684931441656339	0
MRPL50	0	0	0	0	0	0.337290980086689	0
LPCAT3	0	0	0	0	0	0.391066226337193	0
MDH1	0	0	0	0	0	0.693169959873267	0
ETFA	0	0	0	0	0	0.536921856279948	0.399374585527495
FAM195A	0	0	0	0	0	0.484091888084795	0
CPNE2	0	0	0	0	0	0.571701313332063	0
NIT1	0	0	0	0	0	1.24780836174644	0
ZDHHC4	0	0	0	0	0	0.61133698474955	0
POLR2E	0	0	0	0	0	0.609356498244622	0
MTA2	0	0	0	0	0	0.625810138223795	0
RBM15	0	0	0	0	0	0.533725991148692	0
DHX30	0	0	0	0	0	0.375603777580312	0
LARP7	0	0	0	0	0	0.372109020255968	0
MTF2	0	0	0	0	0	0.508068685398187	0.632025833956066
DHX33	0	0	0	0	0	0.568716757112803	0
CPSF1	0	0	0	0	0	0.819653635916314	0
TRAPPC5	0	0	0	0	0	0.360770450051944	0
RSU1	0	0	0	0	0	0.3125843730891	0
LBR	0	0	0	0	0	0.51519239173307	0
HNRNPAB	0	0	0	0	0	0.852603197659949	0
CBLL1	0	0	0	0	0	0.36625028074002	0
RRP36	0	0	0	0	0	0.494889616985784	0
ZNF714	0	0	0	0	0	1.09257778006402	0
PPP2R1B	0	0	0	0	0	0.672828737317906	0
NTAN1	0	0	0	0	0	0.374458041003882	0
SIRT6	0	0	0	0	0	0.455488441521401	0
RECQL	0	0	0	0	0	0.42829225248755	0
POMP	0	0	0	0	0	0.686243038022107	0
DPM1	0	0	0	0	0	0.463723867900419	0
AARS	0	0	0	0	0	0.419341036648412	0
ATP5C1	0	0	0	0	0	0.607281388555511	0
UBE2I	0	0	0	0	0	0.707188501702058	0.519233092306162
AP3M1	0	0	0	0	0	0.485633784598291	0
PPP1R35	0	0	0	0	0	0.294185808330294	0
IKBIP	0	0	0	0	0	0.324017744901951	0
PRMT5	0	0	0	0	0	0.604429376546989	0
GSDMD	0	0	0	0	0	0.517952062768962	0
AURKAIP1	0	0	0	0	0	0.446734217804546	0
AP5S1	0	0	0	0	0	0.685408749991191	0
COPS7B	0	0	0	0	0	0.651434378028746	0
VPS29	0	0	0	0	0	0.431524450274881	0
MBIP	0	0	0	0	0	0.485962084560674	0
FAHD2A	0	0	0	0	0	1.44363992563163	0
PTGES2	0	0	0	0	0	0.586766641477223	0
SRP19	0	0	0	0	0	0.305776336804147	0
CCR5	0	0	0	0	0	0.557684743915483	0
TMEM60	0	0	0	0	0	0.560235673047958	0
ELAC2	0	0	0	0	0	0.376908846070819	0
LETM1	0	0	0	0	0	0.335903986086874	0
CHPF	0	0	0	0	0	0.651865946689056	0
RAVER1	0	0	0	0	0	0.404374400162579	0
PSMD8	0	0	0	0	0	0.655223773060934	0
PRPF4	0	0	0	0	0	0.378570843883817	0
DPH3	0	0	0	0	0	0.430475582637747	0
FOXRED1	0	0	0	0	0	0.566179694181239	0
MICAL2	0	0	0	0	0	0.628129094819818	0
IARS	0	0	0	0	0	0.441542063553332	0
SRSF10	0	0	0	0	0	0.672938359659053	0
PHF14	0	0	0	0	0	0.668601482190527	0
TBCA	0	0	0	0	0	0.625534655027397	0
VPS16	0	0	0	0	0	0.608030302033256	0
PSMB10	0	0	0	0	0	0.698107996528782	0.306827324658015
RWDD4	0	0	0	0	0	0.383786587638491	0
C20orf196	0	0	0	0	0	0.75319516417746	0
C20orf27	0	0	0	0	0	0.759441274245068	0
CASP6	0	0	0	0	0	0.471479539930012	0
DMAP1	0	0	0	0	0	0.344802116620436	0
PCMT1	0	0	0	0	0	0.462575893378835	0
TMEM110	0	0	0	0	0	0.385196337184917	0
SMARCD2	0	0	0	0	0	0.365892111119746	0
TMEM109	0	0	0	0	0	0.276269259381701	0.529895317920385
RPF1	0	0	0	0	0	0.306639136196964	0
PSMD7	0	0	0	0	0	0.670557374225675	0
MMADHC	0	0	0	0	0	0.614649295623983	0
PPIL3	0	0	0	0	0	0.261942546564388	0
SART3	0	0	0	0	0	0.291250593943198	0
PSPH	0	0	0	0	0	0.99714785357312	0
DHX35	0	0	0	0	0	0.757108902041837	0
ABCB7	0	0	0	0	0	0.376199557330351	0
CEP295	0	0	0	0	0	0.82656922450369	0
SCAMP2	0	0	0	0	0	0.406229005382496	0
NOL12	0	0	0	0	0	0.407624971011538	0
G6PC3	0	0	0	0	0	0.793119399898647	0
NOP16	0	0	0	0	0	0.529315892258033	0
RHOT2	0	0	0	0	0	0.343044852276223	0
ERCC1	0	0	0	0	0	0.355230731094506	0
THOC1	0	0	0	0	0	0.343464831012743	0
PDCD2	0	0	0	0	0	0.389038720268145	0
C17orf85	0	0	0	0	0	0.37326724172266	0
ANKRD39	0	0	0	0	0	0.2698220422096	0
NOLC1	0	0	0	0	0	0.335893821762401	0
PSMB9	0	0	0	0	0	0.718938189419233	0.575393308047868
ARPC1A	0	0	0	0	0	0.326087676153443	0
GPR107	0	0	0	0	0	0.731718100305677	0
SEC23IP	0	0	0	0	0	0.39982453004697	0
MICB	0	0	0	0	0	0.400535241736069	0
XPO1	0	0	0	0	0	0.345322270777532	0
HNRNPA3	0	0	0	0	0	0.350905165235766	0
C19orf52	0	0	0	0	0	0.292744947183003	0
IKBKE	0	0	0	0	0	0.417398990485716	0
TXLNA	0	0	0	0	0	0.330433368605243	0
RABGGTA	0	0	0	0	0	0.425264336015552	0
CCT3	0	0	0	0	0	0.760306671139588	0
NDUFS1	0	0	0	0	0	0.44880607942612	0
BAX	0	0	0	0	0	0.553752519636293	0
TUBA1C	0	0	0	0	0	0.753348894798323	0
EXOSC4	0	0	0	0	0	0.458481894724946	0
IPO9	0	0	0	0	0	0.282059804708138	1.07642864257565
RPS19BP1	0	0	0	0	0	0.349224745889206	0
NADK	0	0	0	0	0	0.351391322772971	0
HNRNPA2B1	0	0	0	0	0	0.808769096441075	0
TMED1	0	0	0	0	0	0.454910004910881	0
RPL7L1	0	0	0	0	0	0.333757578811881	0
RCN1	0	0	0	0	0	0.288803635199718	0
SPTSSA	0	0	0	0	0	0.348049993237153	0
ZNHIT1	0	0	0	0	0	0.271465196039175	0
CCDC18	0	0	0	0	0	1.18851624489392	0
BNIP1	0	0	0	0	0	0.741618215469932	0
ATG10	0	0	0	0	0	0.303799580768689	0
APEX1	0	0	0	0	0	0.508483800669646	0
PARVB	0	0	0	0	0	0.276907212140438	0
TOMM6	0	0	0	0	0	0.442909251491842	0
PHPT1	0	0	0	0	0	0.283485035992824	0
SLIRP	0	0	0	0	0	0.64781819858095	0
UTP14A	0	0	0	0	0	1.12498307000153	0
